,COD_Munic,TX_PIB,TX_PER,PIB_21,PER_21
0,1100015,1.751428744405803,2.575253064369265,734469.325,32619.88
1,1100023,0.3224923627423104,-1.5394152105797199,3209761.401,28878.27
2,1100031,2.491715982299586,4.605020944001215,238411.628,47051.83
3,1100049,1.273451672159509,0.46024745636111253,2792382.761,32313.26
4,1100056,2.3428144823869346,2.946507231576545,743037.376,46185.81
5,1100064,0.183053519191545,2.1222030141146817,424806.604,27923.92
6,1100072,3.761184378058724,5.882153918685079,396727.614,56257.46
7,1100080,2.631537648972926,-0.48521243573165784,316670.546,16446.15
8,1100098,1.2319618479840755,0.01026146957648355,773380.507,23429.38
9,1100106,-1.1059221342717973,-2.146438921618432,1054178.548,22462.79
10,1100114,0.48341871729333796,0.6565550458872249,1765088.789,34294.21
11,1100122,0.9291109340398229,-0.08648727757276653,4231113.134,32292.16
12,1100130,3.4435294884957446,0.7773052176910933,890320.395,21338.33
13,1100148,2.699182782642451,2.4764669501256775,548734.372,26762.31
14,1100155,0.18083028576565408,0.8867846324239426,985867.804,27814.02
15,1100189,2.681540630934598,1.8844809658933148,1642516.481,44275.07
16,1100205,0.2958473353845248,-1.9629169126945956,20059521.856,36541.49
17,1100254,0.7709516989601983,2.7578501419411205,559989.525,30827.94
18,1100262,5.396557946136466,4.093764633369023,184430.169,47991.2
19,1100288,0.9271759961303916,0.10700229108027148,1565193.978,28076.24
20,1100296,-1.5021302722504237,2.2901700089398624,213556.003,35940.09
21,1100304,1.9051084014967246,-0.9755403458418521,4215045.761,40328.81
22,1100320,3.221819437003215,2.7471728449149357,905335.275,39112.42
23,1100338,3.867282208644185,0.6150852439612886,742687.06,23076.28
24,1100346,-0.19822415882443378,1.7302172072397315,352628.346,25539.82
25,1100379,3.717809706343189,3.471254185693129,483671.84,36454.01
26,1100403,3.211321754425689,0.8423465684164522,510361.297,22929.34
27,1100452,2.519886411456551,0.3789108777255079,966552.082,23549.74
28,1100502,1.0032860029481006,3.2241639880276676,231501.787,28492.53
29,1100601,2.6516985194363407,1.8335368924788376,275337.641,43655.88
30,1100700,2.828095820572507,1.7101760814153655,369376.842,25667.21
31,1100809,3.5952271670862013,0.3978045735671176,655606.242,23357.78
32,1100908,2.8784962323497587,4.829564394552804,99626.808,34083.75
33,1100924,1.2526353321742567,-1.924072234360913,468792.653,39880.28
34,1100940,1.1856037312382717,-3.753291054957142,487480.169,17967.64
35,1101005,0.0035573366978347565,3.666233723285428,239330.271,33566.66
36,1101104,-0.14404735436264193,-2.254953557734191,210030.622,19413.13
37,1101203,2.092775150353754,3.005832575143036,297878.173,31484.85
38,1101302,1.2034141275024668,2.2549039181508803,262640.401,24566.5
39,1101401,1.4655380935174933,0.26075289680365654,389890.801,24129.89
40,1101435,-0.03642397586808288,0.914186327635691,157320.811,23060.8
41,1101450,2.708897783137687,0.2322476500039028,155434.257,24597.92
42,1101468,5.18084493977809,6.056100903286393,246208.621,115753.94
43,1101476,1.0795566385840893,3.6339809927270874,107029.666,39684.71
44,1101484,-0.4667858850132156,1.4001208300026824,130675.805,26335.31
45,1101492,1.7329604631128426,-0.7576237640607886,488042.888,23143.16
46,1101500,1.8826610072618877,1.7903031392563662,332986.986,28109.66
47,1101559,0.268939296891485,1.846403366585797,121300.639,29158.81
48,1101609,1.3435138873071795,1.683026616302441,257425.794,24876.86
49,1101708,0.559113529050248,2.0979229781752764,273501.274,24682.0
50,1101757,1.4692415566813222,-0.40346550821568905,220587.906,19106.79
51,1101807,-0.02262080446086001,2.2380869057416652,185648.192,28605.27
